"id","title","artists_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","country","",""
"28","Vaquero - Remix","[4yjm4SvYqC5FFuLbB6TyHr, 6BV37tKh6pY97mnNdTCzly, 3S9Hg7sRKhmtWunFZ2yAYP, 6swtbYCVvjJIjCb5MWaIT2, 4HUY0hELnxz4RC6VvJzRyc, 74mXQ4kCTwvcY9FtSrNm9c]","0.752","0.910","4","-3.189","0","0.0541","0.4810","0.000000","0.0947","0.798","95.986","audio_features","7l3UuUZEqvxjhKYD2QBxOU","spotify:track:7l3UuUZEqvxjhKYD2QBxOU","https://api.spotify.com/v1/tracks/7l3UuUZEqvxjhKYD2QBxOU","https://api.spotify.com/v1/audio-analysis/7l3UuUZEqvxjhKYD2QBxOU","300000","4","Mexico","",""
"29","Volver Al Futuro","[3l9G1G9MxH6DaRhwLklaf5, 7Gi6gjaWy3DxyilpF1a8Is]","0.753","0.662","1","-6.702","1","0.0361","0.1280","0.000000","0.1050","0.638","116.916","audio_features","33Nj9AdncSmHbCN3QeSZTL","spotify:track:33Nj9AdncSmHbCN3QeSZTL","https://api.spotify.com/v1/tracks/33Nj9AdncSmHbCN3QeSZTL","https://api.spotify.com/v1/audio-analysis/33Nj9AdncSmHbCN3QeSZTL","204103","3","Mexico","",""
"30","Regalo De Dios","[1bfl0AU8SqmLkElptOprhC]","0.792","0.516","4","-6.097","0","0.0270","0.1970","0.000000","0.0855","0.916","108.939","audio_features","51qYdMBxt9mFbtZBzq1Yfi","spotify:track:51qYdMBxt9mFbtZBzq1Yfi","https://api.spotify.com/v1/tracks/51qYdMBxt9mFbtZBzq1Yfi","https://api.spotify.com/v1/audio-analysis/51qYdMBxt9mFbtZBzq1Yfi","185933","4","Mexico","",""
"31","Hecha Pa' Mí","[6XkjpgcEsYab502Vr1bBeW]","0.742","0.832","8","-4.267","1","0.0325","0.0857","0.000000","0.2960","0.716","98.582","audio_features","1uGUbgZuO1kD1JZ0UeFupN","spotify:track:1uGUbgZuO1kD1JZ0UeFupN","https://api.spotify.com/v1/tracks/1uGUbgZuO1kD1JZ0UeFupN","https://api.spotify.com/v1/audio-analysis/1uGUbgZuO1kD1JZ0UeFupN","195846","4","Mexico","",""
"32","Que Onda","[6dLuQ5qXxIuWc5urxfIiZR, 2rmkQLzj0k4nZdQehOUByO, 0ys2OFYzWYB5hRDLCsBqxt]","0.808","0.944","10","-4.863","0","0.0408","0.1830","0.000001","0.1380","0.937","124.934","audio_features","6uIIdjYTxxpWOyWuVXrKQO","spotify:track:6uIIdjYTxxpWOyWuVXrKQO","https://api.spotify.com/v1/tracks/6uIIdjYTxxpWOyWuVXrKQO","https://api.spotify.com/v1/audio-analysis/6uIIdjYTxxpWOyWuVXrKQO","191467","3","Mexico","",""
"33","TÚ NAME","[0ys2OFYzWYB5hRDLCsBqxt]","0.760","0.747","0","-5.083","0","0.0282","0.0675","0.000003","0.3090","0.884","128.912","audio_features","3FqUPvubYeRCMsdJ02QyZR","spotify:track:3FqUPvubYeRCMsdJ02QyZR","https://api.spotify.com/v1/tracks/3FqUPvubYeRCMsdJ02QyZR","https://api.spotify.com/v1/audio-analysis/3FqUPvubYeRCMsdJ02QyZR","152079","3","Mexico","",""
"34","Die With A Smile","[1HY2Jd0NmPuamShAr6KMms, 0du5cEVh5yTK9QJze8zA0C]","0.521","0.592","6","-7.777","0","0.0304","0.3080","0.000000","0.1220","0.535","157.969","audio_features","2plbrEY59IikOBgBGLjaoe","spotify:track:2plbrEY59IikOBgBGLjaoe","https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe","https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe","251668","3","Mexico","",""
"35","On D Gas","[7yCGrS6Xh3UngvY6Ad5sMJ, 163DQlpiiNqxgn2m4WsD3e]","0.786","0.888","5","-5.875","0","0.0916","0.2480","0.000000","0.1600","0.852","108.876","audio_features","2HSqF98IZ3OIGVUHHUwGdV","spotify:track:2HSqF98IZ3OIGVUHHUwGdV","https://api.spotify.com/v1/tracks/2HSqF98IZ3OIGVUHHUwGdV","https://api.spotify.com/v1/audio-analysis/2HSqF98IZ3OIGVUHHUwGdV","201323","3","Mexico","",""
"36","BELANOVA","[12GqGscKJx3aE4t07u7eVZ, 5eumcnUkdmGvkvcsx1WFNG]","0.726","0.808","1","-5.845","1","0.0640","0.5560","0.000005","0.2080","0.814","129.840","audio_features","1jIirpaACmgb4nTYfywys4","spotify:track:1jIirpaACmgb4nTYfywys4","https://api.spotify.com/v1/tracks/1jIirpaACmgb4nTYfywys4","https://api.spotify.com/v1/audio-analysis/1jIirpaACmgb4nTYfywys4","164822","3","Mexico","",""
"37","Lo Que Hay X Aquí","[3p8PwzenE7ktd4BVFuQzMD]","0.690","0.502","0","-7.242","1","0.0960","0.6970","0.000000","0.2130","0.747","153.991","audio_features","7oJ3N7oVSwoa5sdpg6NCE6","spotify:track:7oJ3N7oVSwoa5sdpg6NCE6","https://api.spotify.com/v1/tracks/7oJ3N7oVSwoa5sdpg6NCE6","https://api.spotify.com/v1/audio-analysis/7oJ3N7oVSwoa5sdpg6NCE6","158546","4","Mexico","",""
"38","PERO NO TE ENAMORES","[0ys2OFYzWYB5hRDLCsBqxt]","0.724","0.886","8","-5.607","0","0.0325","0.3480","0.013200","0.1070","0.827","118.044","audio_features","3w1h7uNU1Dfk2tOaHiIGat","spotify:track:3w1h7uNU1Dfk2tOaHiIGat","https://api.spotify.com/v1/tracks/3w1h7uNU1Dfk2tOaHiIGat","https://api.spotify.com/v1/audio-analysis/3w1h7uNU1Dfk2tOaHiIGat","183847","3","Mexico","",""
"39","EN MI MUNDO","[0T8Ix53aIN4F7aEKj4EnKy, 12GqGscKJx3aE4t07u7eVZ]","0.694","0.594","8","-8.390","0","0.0366","0.3960","0.000000","0.1310","0.672","125.010","audio_features","0lQogzZgV4XwuUTasz3nPL","spotify:track:0lQogzZgV4XwuUTasz3nPL","https://api.spotify.com/v1/tracks/0lQogzZgV4XwuUTasz3nPL","https://api.spotify.com/v1/audio-analysis/0lQogzZgV4XwuUTasz3nPL","307565","3","Mexico","",""
"40","Amor","[7hDt3OE2ubsKzO9rMYPXox]","0.717","0.502","2","-6.329","1","0.0479","0.2080","0.000013","0.1200","0.424","180.010","audio_features","0hkoQgoqic1qQtxPOudmrx","spotify:track:0hkoQgoqic1qQtxPOudmrx","https://api.spotify.com/v1/tracks/0hkoQgoqic1qQtxPOudmrx","https://api.spotify.com/v1/audio-analysis/0hkoQgoqic1qQtxPOudmrx","202059","4","Mexico","",""
"41","TRES BOTELLAS","[7Gi6gjaWy3DxyilpF1a8Is]","0.723","0.590","11","-7.688","0","0.0341","0.2460","0.000050","0.2010","0.587","97.481","audio_features","2CshODtf7iwe3pKlPmEWF5","spotify:track:2CshODtf7iwe3pKlPmEWF5","https://api.spotify.com/v1/tracks/2CshODtf7iwe3pKlPmEWF5","https://api.spotify.com/v1/audio-analysis/2CshODtf7iwe3pKlPmEWF5","162648","4","Mexico","",""
"42","APT.","[3eVa5w3URK5duf6eyVDbu9, 0du5cEVh5yTK9QJze8zA0C]","0.777","0.783","0","-4.477","0","0.2600","0.0283","0.000000","0.3550","0.939","149.027","audio_features","5vNRhkKd0yEAg8suGBpjeY","spotify:track:5vNRhkKd0yEAg8suGBpjeY","https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY","https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY","169917","4","Mexico","",""
"43","Q U E V A S H A C E R H O Y ?","[3E12tRURRvPfHz0hAMCFYc, 54seKvtsZauR1iauN0ptpo]","0.560","0.681","6","-6.304","0","0.2440","0.1030","0.000000","0.1060","0.388","155.079","audio_features","0Sr7ssScx54yxdM2ols7nW","spotify:track:0Sr7ssScx54yxdM2ols7nW","https://api.spotify.com/v1/tracks/0Sr7ssScx54yxdM2ols7nW","https://api.spotify.com/v1/audio-analysis/0Sr7ssScx54yxdM2ols7nW","223320","4","Mexico","",""
"44","Lo Tienes Todo","[1bfl0AU8SqmLkElptOprhC]","0.702","0.836","8","-3.599","1","0.0658","0.2040","0.000000","0.0698","0.630","117.897","audio_features","29vIEdxgMT9H1fnBMecWjA","spotify:track:29vIEdxgMT9H1fnBMecWjA","https://api.spotify.com/v1/tracks/29vIEdxgMT9H1fnBMecWjA","https://api.spotify.com/v1/audio-analysis/29vIEdxgMT9H1fnBMecWjA","164387","4","Mexico","",""
"45","Diamantes","[0elWFr7TW8piilVRYJUe4P]","0.662","0.759","9","-5.475","1","0.0353","0.3890","0.000000","0.1410","0.513","92.438","audio_features","0JDrG1g5HXbfgGtRKT0ofH","spotify:track:0JDrG1g5HXbfgGtRKT0ofH","https://api.spotify.com/v1/tracks/0JDrG1g5HXbfgGtRKT0ofH","https://api.spotify.com/v1/audio-analysis/0JDrG1g5HXbfgGtRKT0ofH","211353","3","Mexico","",""
"46","El Final De Nuestra Historia","[5bSfBBCxY8QAk4Pifveisz]","0.736","0.495","10","-8.168","1","0.0353","0.5020","0.000000","0.2140","0.942","114.967","audio_features","0sgwOySqG0fbNukjUa1BUt","spotify:track:0sgwOySqG0fbNukjUa1BUt","https://api.spotify.com/v1/tracks/0sgwOySqG0fbNukjUa1BUt","https://api.spotify.com/v1/audio-analysis/0sgwOySqG0fbNukjUa1BUt","197347","4","Mexico","",""
"47","LUNA","[2LRoIwlKmHjgvigdNGBHNo, 7jAs1uPnpfNmT6e5qtEPxq]","0.774","0.860","7","-2.888","0","0.1300","0.1310","0.000000","0.1160","0.446","100.019","audio_features","7bywjHOc0wSjGGbj04XbVi","spotify:track:7bywjHOc0wSjGGbj04XbVi","https://api.spotify.com/v1/tracks/7bywjHOc0wSjGGbj04XbVi","https://api.spotify.com/v1/audio-analysis/7bywjHOc0wSjGGbj04XbVi","196800","4","Mexico","",""
"48","+57","[790FomKkXshlbRYZFtlgla, 2LRoIwlKmHjgvigdNGBHNo, 6ndLrsgT3MV5CNxIrW71fw, 3m5qlPf2OkihLz3dRYnkPA, 1vyhD5VmyZ7KMfW5gqLgo5, 1r4hJ1h58CWwUQe3MxPuau, 7j6DKwmjbxvpQO8h914uEz, 1TA5sGRlKUJXBN4ZyJuDIX]","0.848","0.712","1","-3.574","0","0.0981","0.2210","0.000000","0.1060","0.692","91.980","audio_features","3mg9jYNC1NihbthlglzrWP","spotify:track:3mg9jYNC1NihbthlglzrWP","https://api.spotify.com/v1/tracks/3mg9jYNC1NihbthlglzrWP","https://api.spotify.com/v1/audio-analysis/3mg9jYNC1NihbthlglzrWP","298131","4","Mexico","",""
"49","Según Quién","[1r4hJ1h58CWwUQe3MxPuau, 66ihevNkSYNzRAl44dx6jJ]","0.909","0.762","9","-3.974","1","0.0643","0.4340","0.000000","0.0856","0.843","101.987","audio_features","4bw8mcDUSRWfQo63ZTYRnU","spotify:track:4bw8mcDUSRWfQo63ZTYRnU","https://api.spotify.com/v1/tracks/4bw8mcDUSRWfQo63ZTYRnU","https://api.spotify.com/v1/audio-analysis/4bw8mcDUSRWfQo63ZTYRnU","142335","3","Mexico","",""
"0","Who","[1oSPZhvZMIrWW5I41kPkkY]","0.660","0.756","0","-3.743","0","0.0320","0.00289","0.000000","0.1930","0.838","116.034","audio_features","7tI8dRuH2Yc6RuoTjxo4dU","spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU","https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU","170888","4","Nicaragua","",""
"1","Tu Boda","[3l9G1G9MxH6DaRhwLklaf5, 0ys2OFYzWYB5hRDLCsBqxt]","0.694","0.651","6","-6.968","1","0.0784","0.49600","0.000014","0.0787","0.471","112.648","audio_features","1cOboCuWYI2osTOfolMRS6","spotify:track:1cOboCuWYI2osTOfolMRS6","https://api.spotify.com/v1/tracks/1cOboCuWYI2osTOfolMRS6","https://api.spotify.com/v1/audio-analysis/1cOboCuWYI2osTOfolMRS6","225881","3","Nicaragua","",""
"2","Dile al Amor","[1qto4hHid1P71emI6Fd8xi]","0.824","0.612","11","-9.616","1","0.0372","0.07860","0.000000","0.3200","0.945","123.998","audio_features","6lFM8kkmpffm0aq2gzEtEK","spotify:track:6lFM8kkmpffm0aq2gzEtEK","https://api.spotify.com/v1/tracks/6lFM8kkmpffm0aq2gzEtEK","https://api.spotify.com/v1/audio-analysis/6lFM8kkmpffm0aq2gzEtEK","228773","4","Nicaragua","",""
"3","EL LOKERON","[5eumcnUkdmGvkvcsx1WFNG]","0.724","0.689","7","-7.174","0","0.0524","0.57300","0.000007","0.0922","0.936","120.208","audio_features","6X6m4xmdFcz31p1h7Qg68c","spotify:track:6X6m4xmdFcz31p1h7Qg68c","https://api.spotify.com/v1/tracks/6X6m4xmdFcz31p1h7Qg68c","https://api.spotify.com/v1/audio-analysis/6X6m4xmdFcz31p1h7Qg68c","146141","3","Nicaragua","",""
"4","El Perdedor","[1qto4hHid1P71emI6Fd8xi]","0.779","0.589","5","-10.645","1","0.0345","0.33200","0.000000","0.1200","0.894","128.044","audio_features","27ze5t5tIDPlVits0KRbxT","spotify:track:27ze5t5tIDPlVits0KRbxT","https://api.spotify.com/v1/tracks/27ze5t5tIDPlVits0KRbxT","https://api.spotify.com/v1/audio-analysis/27ze5t5tIDPlVits0KRbxT","215213","4","Nicaragua","",""
"5","Q U E V A S H A C E R H O Y ?","[3E12tRURRvPfHz0hAMCFYc, 54seKvtsZauR1iauN0ptpo]","0.560","0.681","6","-6.304","0","0.2440","0.10300","0.000000","0.1060","0.388","155.079","audio_features","0Sr7ssScx54yxdM2ols7nW","spotify:track:0Sr7ssScx54yxdM2ols7nW","https://api.spotify.com/v1/tracks/0Sr7ssScx54yxdM2ols7nW","https://api.spotify.com/v1/audio-analysis/0Sr7ssScx54yxdM2ols7nW","223320","4","Nicaragua","",""
"6","Los Infieles","[1qto4hHid1P71emI6Fd8xi]","0.745","0.716","9","-8.221","0","0.0411","0.20200","0.000000","0.0590","0.817","132.932","audio_features","0HDHY6RSHHG2ZTE0cMT4GJ","spotify:track:0HDHY6RSHHG2ZTE0cMT4GJ","https://api.spotify.com/v1/tracks/0HDHY6RSHHG2ZTE0cMT4GJ","https://api.spotify.com/v1/audio-analysis/0HDHY6RSHHG2ZTE0cMT4GJ","257187","4","Nicaragua","",""
"7","DEGENERE 👑 (feat. benny blanco)","[7iK8PXO48WeuP03g8YR51W, 5CiGnKThu5ctn9pBxv7DGa]","0.744","0.709","6","-5.778","0","0.2840","0.05010","0.000000","0.0847","0.712","194.055","audio_features","0qeIFEGRQqHoaJtLCl0U73","spotify:track:0qeIFEGRQqHoaJtLCl0U73","https://api.spotify.com/v1/tracks/0qeIFEGRQqHoaJtLCl0U73","https://api.spotify.com/v1/audio-analysis/0qeIFEGRQqHoaJtLCl0U73","130880","4","Nicaragua","",""
"8","LUNA","[2LRoIwlKmHjgvigdNGBHNo, 7jAs1uPnpfNmT6e5qtEPxq]","0.774","0.860","7","-2.888","0","0.1300","0.13100","0.000000","0.1160","0.446","100.019","audio_features","7bywjHOc0wSjGGbj04XbVi","spotify:track:7bywjHOc0wSjGGbj04XbVi","https://api.spotify.com/v1/tracks/7bywjHOc0wSjGGbj04XbVi","https://api.spotify.com/v1/audio-analysis/7bywjHOc0wSjGGbj04XbVi","196800","4","Nicaragua","",""
"9","Si Antes Te Hubiera Conocido","[790FomKkXshlbRYZFtlgla]","0.924","0.668","11","-6.795","1","0.0469","0.44600","0.000594","0.0678","0.787","128.027","audio_features","6WatFBLVB0x077xWeoVc2k","spotify:track:6WatFBLVB0x077xWeoVc2k","https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k","https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k","195824","4","Nicaragua","",""
"10","UWAIE","[3UTF2no3muGdiFXVujl94i]","0.705","0.783","9","-4.783","0","0.0403","0.13800","0.000000","0.0984","0.454","103.001","audio_features","5QjmUqgpPQgXgg4606DqZF","spotify:track:5QjmUqgpPQgXgg4606DqZF","https://api.spotify.com/v1/tracks/5QjmUqgpPQgXgg4606DqZF","https://api.spotify.com/v1/audio-analysis/5QjmUqgpPQgXgg4606DqZF","172427","4","Nicaragua","",""
"11","Rey Sin Reina","[1bfl0AU8SqmLkElptOprhC]","0.529","0.356","3","-6.612","1","0.0569","0.29000","0.000000","0.1360","0.659","169.653","audio_features","0BiDnJFB3TlRB6aji7jUz3","spotify:track:0BiDnJFB3TlRB6aji7jUz3","https://api.spotify.com/v1/tracks/0BiDnJFB3TlRB6aji7jUz3","https://api.spotify.com/v1/audio-analysis/0BiDnJFB3TlRB6aji7jUz3","150523","3","Nicaragua","",""
"12","EL AMOR DE SU VIDA","[6XkjpgcEsYab502Vr1bBeW, 1dKdetem2xEmjgvyymzytS]","0.616","0.834","9","-3.069","1","0.0664","0.06000","0.000000","0.3380","0.746","151.701","audio_features","0O3U5iwTbiXCREMkvotJuN","spotify:track:0O3U5iwTbiXCREMkvotJuN","https://api.spotify.com/v1/tracks/0O3U5iwTbiXCREMkvotJuN","https://api.spotify.com/v1/audio-analysis/0O3U5iwTbiXCREMkvotJuN","165848","4","Nicaragua","",""
"13","Por un Segundo","[1qto4hHid1P71emI6Fd8xi]","0.815","0.558","5","-10.058","0","0.0389","0.13100","0.000000","0.0634","0.964","129.030","audio_features","6U9xvkN1rKzK8yLvfPC8ok","spotify:track:6U9xvkN1rKzK8yLvfPC8ok","https://api.spotify.com/v1/tracks/6U9xvkN1rKzK8yLvfPC8ok","https://api.spotify.com/v1/audio-analysis/6U9xvkN1rKzK8yLvfPC8ok","255027","4","Nicaragua","",""
"14","No Se Va","[5C4PDR4LnhZTbVnKWXuDKD]","0.734","0.685","0","-5.370","1","0.0453","0.11700","0.000000","0.1090","0.754","92.044","audio_features","4khWEpnaijN0G1x019Uzdr","spotify:track:4khWEpnaijN0G1x019Uzdr","https://api.spotify.com/v1/tracks/4khWEpnaijN0G1x019Uzdr","https://api.spotify.com/v1/audio-analysis/4khWEpnaijN0G1x019Uzdr","216753","4","Nicaragua","",""
"15","Die With A Smile","[1HY2Jd0NmPuamShAr6KMms, 0du5cEVh5yTK9QJze8zA0C]","0.521","0.592","6","-7.777","0","0.0304","0.30800","0.000000","0.1220","0.535","157.969","audio_features","2plbrEY59IikOBgBGLjaoe","spotify:track:2plbrEY59IikOBgBGLjaoe","https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe","https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe","251668","3","Nicaragua","",""
"16","Besos En Guerra","[5C4PDR4LnhZTbVnKWXuDKD, 0UWZUmn7sybxMCqrw9tGa7]","0.691","0.973","2","-3.586","1","0.0480","0.12600","0.000000","0.1010","0.783","143.961","audio_features","1mlGScrDQqHqmhdIqE8MmA","spotify:track:1mlGScrDQqHqmhdIqE8MmA","https://api.spotify.com/v1/tracks/1mlGScrDQqHqmhdIqE8MmA","https://api.spotify.com/v1/audio-analysis/1mlGScrDQqHqmhdIqE8MmA","231533","4","Nicaragua","",""
"17","Si No Quieres No","[0pePYDrJGk8gqMRbXrLJC8, 6pV5zH2LzjOUHaAvENdMMa]","0.786","0.786","4","-6.372","0","0.0512","0.44500","0.000002","0.0947","0.611","100.123","audio_features","1C84d9abZVKWHT2YYpoean","spotify:track:1C84d9abZVKWHT2YYpoean","https://api.spotify.com/v1/tracks/1C84d9abZVKWHT2YYpoean","https://api.spotify.com/v1/audio-analysis/1C84d9abZVKWHT2YYpoean","147011","1","Nicaragua","",""
"18","ESCAPATE","[5eumcnUkdmGvkvcsx1WFNG, 2rmkQLzj0k4nZdQehOUByO]","0.818","0.447","5","-10.247","0","0.0470","0.51400","0.000081","0.1870","0.693","120.090","audio_features","6HrALJOMsfPCCbUo5cJCON","spotify:track:6HrALJOMsfPCCbUo5cJCON","https://api.spotify.com/v1/tracks/6HrALJOMsfPCCbUo5cJCON","https://api.spotify.com/v1/audio-analysis/6HrALJOMsfPCCbUo5cJCON","145184","1","Nicaragua","",""
"19","Es un Secreto","[2jSGzJw0ebJLu7OLVSOcBP]","0.841","0.774","6","-4.963","0","0.0421","0.11700","0.000003","0.0674","0.494","95.006","audio_features","3KZCP2StVGdWkOKyRZNWA4","spotify:track:3KZCP2StVGdWkOKyRZNWA4","https://api.spotify.com/v1/tracks/3KZCP2StVGdWkOKyRZNWA4","https://api.spotify.com/v1/audio-analysis/3KZCP2StVGdWkOKyRZNWA4","192120","4","Nicaragua","",""
"20","NEL","[0ys2OFYzWYB5hRDLCsBqxt]","0.690","0.482","7","-6.335","0","0.2000","0.52300","0.000400","0.0728","0.356","100.029","audio_features","5AH31dDNgxCMGDdxubNNn4","spotify:track:5AH31dDNgxCMGDdxubNNn4","https://api.spotify.com/v1/tracks/5AH31dDNgxCMGDdxubNNn4","https://api.spotify.com/v1/audio-analysis/5AH31dDNgxCMGDdxubNNn4","149074","4","Nicaragua","",""
"21","Según Quién","[1r4hJ1h58CWwUQe3MxPuau, 66ihevNkSYNzRAl44dx6jJ]","0.909","0.762","9","-3.974","1","0.0643","0.43400","0.000000","0.0856","0.843","101.987","audio_features","4bw8mcDUSRWfQo63ZTYRnU","spotify:track:4bw8mcDUSRWfQo63ZTYRnU","https://api.spotify.com/v1/tracks/4bw8mcDUSRWfQo63ZTYRnU","https://api.spotify.com/v1/audio-analysis/4bw8mcDUSRWfQo63ZTYRnU","142335","3","Nicaragua","",""
"22","Cuando Nadie Ve","[5C4PDR4LnhZTbVnKWXuDKD]","0.806","0.778","1","-4.577","0","0.0616","0.13300","0.000000","0.2180","0.840","95.993","audio_features","71iAechwVKGu26pahzFL0k","spotify:track:71iAechwVKGu26pahzFL0k","https://api.spotify.com/v1/tracks/71iAechwVKGu26pahzFL0k","https://api.spotify.com/v1/audio-analysis/71iAechwVKGu26pahzFL0k","219587","4","Nicaragua","",""
"23","Ella Y Yo - Featuring Don Omar","[1qto4hHid1P71emI6Fd8xi, 33ScadVnbm2X8kkUqOkC6Z]","0.732","0.708","9","-7.905","0","0.2620","0.53400","0.000000","0.2370","0.717","175.924","audio_features","6G4U9avyBNEfP0fAIduev3","spotify:track:6G4U9avyBNEfP0fAIduev3","https://api.spotify.com/v1/tracks/6G4U9avyBNEfP0fAIduev3","https://api.spotify.com/v1/audio-analysis/6G4U9avyBNEfP0fAIduev3","267787","4","Nicaragua","",""
"24","Eres Mía","[5lwmRuXgjX8xIwlnauTZIP]","0.843","0.729","6","-3.634","0","0.0374","0.40100","0.000001","0.2060","0.903","123.046","audio_features","6I86RF3odBlcuZA9Vfjzeq","spotify:track:6I86RF3odBlcuZA9Vfjzeq","https://api.spotify.com/v1/tracks/6I86RF3odBlcuZA9Vfjzeq","https://api.spotify.com/v1/audio-analysis/6I86RF3odBlcuZA9Vfjzeq","250640","4","Nicaragua","",""
"25","DOS DÍAS","[5eumcnUkdmGvkvcsx1WFNG, 12GqGscKJx3aE4t07u7eVZ]","0.745","0.513","1","-9.116","1","0.0870","0.78300","0.000000","0.2160","0.929","109.935","audio_features","5lKFO0PrOC9jmOlPEdjHsL","spotify:track:5lKFO0PrOC9jmOlPEdjHsL","https://api.spotify.com/v1/tracks/5lKFO0PrOC9jmOlPEdjHsL","https://api.spotify.com/v1/audio-analysis/5lKFO0PrOC9jmOlPEdjHsL","154620","3","Nicaragua","",""
"26","El Malo","[1qto4hHid1P71emI6Fd8xi]","0.812","0.514","1","-10.648","1","0.0537","0.15700","0.000000","0.1310","0.699","125.965","audio_features","6ofZxXoNV32YxXezZS1o8y","spotify:track:6ofZxXoNV32YxXezZS1o8y","https://api.spotify.com/v1/tracks/6ofZxXoNV32YxXezZS1o8y","https://api.spotify.com/v1/audio-analysis/6ofZxXoNV32YxXezZS1o8y","238720","4","Nicaragua","",""
"27","LA CANCIÓN","[1vyhD5VmyZ7KMfW5gqLgo5, 4q3ewBCX7sLwd24euuV69X]","0.756","0.646","7","-5.795","1","0.3190","0.15200","0.000018","0.1080","0.429","176.088","audio_features","0fea68AdmYNygeTGI4RC18","spotify:track:0fea68AdmYNygeTGI4RC18","https://api.spotify.com/v1/tracks/0fea68AdmYNygeTGI4RC18","https://api.spotify.com/v1/audio-analysis/0fea68AdmYNygeTGI4RC18","242573","4","Nicaragua","",""
"28","LA PATRULLA","[12GqGscKJx3aE4t07u7eVZ, 6pV5zH2LzjOUHaAvENdMMa]","0.722","0.740","6","-7.220","0","0.0630","0.68000","0.000033","0.1760","0.893","132.731","audio_features","2aYZaN5SmkRDLsrrV8GkBQ","spotify:track:2aYZaN5SmkRDLsrrV8GkBQ","https://api.spotify.com/v1/tracks/2aYZaN5SmkRDLsrrV8GkBQ","https://api.spotify.com/v1/audio-analysis/2aYZaN5SmkRDLsrrV8GkBQ","130615","3","Nicaragua","",""
"29","Propuesta Indecente","[5lwmRuXgjX8xIwlnauTZIP]","0.757","0.632","2","-6.830","1","0.0549","0.49900","0.000000","0.0723","0.742","122.936","audio_features","5PycBIeabfvX3n9ILG7Vrv","spotify:track:5PycBIeabfvX3n9ILG7Vrv","https://api.spotify.com/v1/tracks/5PycBIeabfvX3n9ILG7Vrv","https://api.spotify.com/v1/audio-analysis/5PycBIeabfvX3n9ILG7Vrv","235133","4","Nicaragua","",""
"30","Madonna","[0elWFr7TW8piilVRYJUe4P, 3l9G1G9MxH6DaRhwLklaf5]","0.732","0.873","0","-5.965","1","0.0321","0.04490","0.000803","0.3470","0.662","128.029","audio_features","5LhI8m7n8xlQmNe3b7Rwis","spotify:track:5LhI8m7n8xlQmNe3b7Rwis","https://api.spotify.com/v1/tracks/5LhI8m7n8xlQmNe3b7Rwis","https://api.spotify.com/v1/audio-analysis/5LhI8m7n8xlQmNe3b7Rwis","187088","3","Nicaragua","",""
"31","Santa","[1fctva4kpRbg2k3v7kwRuS, 1mcTU81TzQhprhouKaTkpq, 3ZpEKRjHaHANcpk10u6Ntq]","0.725","0.709","3","-5.017","0","0.1290","0.32100","0.000189","0.1140","0.648","99.993","audio_features","6a9Z1jUms915w4O7N1PxjY","spotify:track:6a9Z1jUms915w4O7N1PxjY","https://api.spotify.com/v1/tracks/6a9Z1jUms915w4O7N1PxjY","https://api.spotify.com/v1/audio-analysis/6a9Z1jUms915w4O7N1PxjY","193039","4","Nicaragua","",""
"32","Mantra","[250b0Wlc5Vk0CoUsaCY84M]","0.894","0.725","10","-4.984","0","0.0432","0.00434","0.000012","0.0815","0.838","116.988","audio_features","2CspwnypzT7rcWI9RfsoSb","spotify:track:2CspwnypzT7rcWI9RfsoSb","https://api.spotify.com/v1/tracks/2CspwnypzT7rcWI9RfsoSb","https://api.spotify.com/v1/audio-analysis/2CspwnypzT7rcWI9RfsoSb","136627","4","Nicaragua","",""
"33","Feliz Cumpleaños Ferxxo","[2LRoIwlKmHjgvigdNGBHNo]","0.865","0.573","5","-5.501","1","0.0678","0.08630","0.000000","0.3050","0.563","94.999","audio_features","2CeKVsFFXG4QzA415QygGb","spotify:track:2CeKVsFFXG4QzA415QygGb","https://api.spotify.com/v1/tracks/2CeKVsFFXG4QzA415QygGb","https://api.spotify.com/v1/audio-analysis/2CeKVsFFXG4QzA415QygGb","155960","4","Nicaragua","",""
